estate_id,phase,block,floor,flat,rooms,area_sqft,price,price_per_sqft,direction,source,listing_url,listed_date
1,8期,百老匯街87號,低層,G,2房,400,4706800,11767,西,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_12,2026-08-22
1,6期,百老匯街83號,低層,C,1房,450,5571900,12382,西北,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_13,2026-08-10
1,5期,百老匯街79號,高層,A,3房,284,2590080,9120,西南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_14,2026-08-03
1,3期,百老匯街107號,高層,H,2房,530,6471300,12210,東,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_15,2026-08-27
1,2期,百老匯街63號,中層,G,3房,700,8996400,12852,東南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_16,2026-08-13
1,7期,百老匯街57號,高層,D,1房,304,3238816,10654,西南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_17,2026-08-16
1,1期,百老匯街53號,中層,F,2房,750,7554000,10072,西北,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_18,2026-08-01
1,1期,百老匯街91號,中層,G,2房,900,10656900,11841,南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_19,2026-08-08
1,4期,百老匯街41號,中層,E,1房,530,6324490,11933,東,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_20,2026-08-19
1,5期,百老匯街89號,低層,J,2房,800,7399200,9249,西北,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_21,2026-08-25
1,5期,百老匯街129號,高層,L,3房,900,9895500,10995,東,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_22,2026-08-14
1,8期,百老匯街77號,中層,K,2房,700,7990500,11415,東北,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_23,2026-08-27
1,8期,百老匯街105號,中層,F,3房,450,4985100,11078,西南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_24,2026-08-23
1,2期,百老匯街99號,中層,G,3房,800,6643200,8304,東,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_25,2026-07-31
1,3期,百老匯街99號,低層,D,3房,700,7553700,10791,西南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_26,2026-08-06
1,4期,百老匯街81號,中層,K,3房,750,7023750,9365,東南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_27,2026-08-08
1,5期,百老匯街125號,高層,L,3房,750,7524000,10032,東南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_28,2026-08-14
1,1期,百老匯街27號,低層,L,2房,350,3019100,8626,北,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_29,2026-08-04
1,3期,百老匯街95號,中層,C,1房,450,5894100,13098,南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_30,2026-08-20
1,8期,百老匯街117號,中層,K,1房,284,2991088,10532,西,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_31,2026-08-02
1,7期,百老匯街51號,高層,F,3房,650,8801000,13540,東北,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_32,2026-08-17
1,7期,百老匯街105號,中層,D,1房,700,7154700,10221,西北,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_33,2026-08-14
1,8期,百老匯街61號,低層,L,2房,284,2503460,8815,東,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_34,2026-08-19
1,3期,百老匯街51號,低層,C,1房,750,5928000,7904,西南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_35,2026-08-25
1,7期,百老匯街33號,高層,G,2房,530,4500230,8491,西,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_36,2026-08-09
1,8期,百老匯街123號,高層,L,2房,450,4034700,8966,東南,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_37,2026-08-26
1,7期,百老匯街47號,低層,J,1房,450,5708250,12685,北,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_38,2026-08-24
1,2期,百老匯街45號,低層,E,1房,600,7414800,12358,西北,centanet,https://hk.centanet.com/findproperty/detail/Mei Foo Sun Chuen_39,2026-08-03
2,海天花園,太古城海天花園座,低層,F,2房,465,6455130,13882,北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_0,2026-08-06
2,湖景花園,太古城康柏座,高層,C,1房,650,8329750,12815,東南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_1,2026-08-25
2,柏苑,太古城海景座,中層,E,1房,304,5007184,16471,南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_2,2026-08-13
2,海天花園,太古城康в座,中層,H,2房,550,10106250,18375,東南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_3,2026-08-26
2,湖景花園,太古城康柏座,高層,J,1房,284,4085624,14386,東南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_4,2026-08-09
2,雍景臺,太古城海景座,高層,A,3房,400,7116000,17790,西,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_5,2026-08-27
2,竹苑,太古城康柏座,高層,D,2房,400,5219200,13048,東,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_6,2026-08-07
2,竹苑,太古城康в座,高層,F,1房,465,6081735,13079,西南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_7,2026-07-30
2,竹苑,太古城海天花園座,中層,G,3房,284,4900136,17254,西北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_8,2026-08-18
2,海天花園,太古城海天花園座,高層,L,2房,350,5463150,15609,西北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_9,2026-08-20
2,海天半島,太古城康山座,低層,D,1房,465,7611585,16369,北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_10,2026-07-30
2,松苑,太古城康柏座,中層,A,1房,900,12112200,13458,西,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_11,2026-08-15
2,柏苑,太古城海景座,中層,F,3房,465,6788535,14599,東,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_12,2026-08-03
2,雍景臺,太古城康в座,中層,F,3房,700,10874500,15535,西南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_13,2026-08-18
2,蘭苑,太古城康柏座,中層,D,2房,350,5977300,17078,東北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_14,2026-07-31
2,松苑,太古城銀輝座,低層,C,1房,284,4781424,16836,西南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_15,2026-08-20
2,松苑,太古城海景座,低層,J,3房,900,16307100,18119,東北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_16,2026-08-02
2,雍景臺,太古城海景座,高層,E,3房,650,8253050,12697,西,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_17,2026-08-16
2,海景花園,太古城海景座,低層,G,3房,900,12735000,14150,東,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_18,2026-08-18
2,松苑,太古城康в座,低層,K,2房,650,11369800,17492,東,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_19,2026-08-09
2,松苑,太古城海天花園座,低層,E,3房,600,8353800,13923,東南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_20,2026-08-03
2,湖景花園,太古城康山座,高層,K,1房,650,11945700,18378,西北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_21,2026-08-09
2,海天花園,太古城康山座,低層,K,2房,700,10440500,14915,東南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_22,2026-08-11
2,竹苑,太古城海景座,中層,J,1房,465,6688560,14384,西,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_23,2026-07-30
2,蘭苑,太古城銀輝座,低層,C,2房,850,12959950,15247,西南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_24,2026-08-25
2,楓苑,太古城康松座,低層,G,1房,750,10104750,13473,東北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_25,2026-08-16
2,湖景花園,太古城康松座,低層,B,3房,550,10121650,18403,東,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_26,2026-08-24
2,楓苑,太古城海景座,低層,E,2房,950,12337650,12987,西,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_27,2026-08-18
2,蘭苑,太古城海天花園座,高層,D,3房,465,6191010,13314,西北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_28,2026-08-26
2,松苑,太古城銀輝座,高層,G,2房,850,14866500,17490,南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_29,2026-08-26
2,海天半島,太古城康柏座,低層,K,1房,850,14267250,16785,南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_30,2026-07-31
2,海景花園,太古城海天花園座,低層,K,1房,550,7783050,14151,西,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_31,2026-07-29
2,柏苑,太古城康松座,高層,K,1房,800,13728800,17161,東北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_32,2026-07-31
2,菊苑,太古城海天花園座,中層,F,3房,900,13368600,14854,西南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_33,2026-08-09
2,湖景花園,太古城康松座,中層,K,1房,800,10786400,13483,西南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_34,2026-08-25
2,松苑,太古城康山座,中層,E,3房,284,4372180,15395,南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_35,2026-08-24
2,海景花園,太古城康柏座,中層,B,1房,750,9629250,12839,東北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_36,2026-08-08
2,湖景花園,太古城銀輝座,高層,F,3房,850,12865600,15136,西南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_37,2026-07-30
2,海天半島,太古城康柏座,低層,D,1房,284,4532640,15960,西,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_38,2026-08-12
2,海天半島,太古城海天花園座,中層,A,2房,400,6355600,15889,西北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_39,2026-08-25
2,楓苑,太古城銀輝座,低層,J,1房,350,5582500,15950,南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_40,2026-08-16
2,蘭苑,太古城康松座,高層,H,1房,550,10166200,18484,北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_41,2026-08-06
2,菊苑,太古城康山座,高層,F,3房,304,5453152,17938,西南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_42,2026-08-06
2,松苑,太古城康山座,中層,F,1房,350,5450900,15574,西北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_43,2026-08-13
2,雍景臺,太古城康в座,低層,G,2房,465,5993385,12889,西,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_44,2026-07-30
2,楓苑,太古城康松座,高層,B,2房,400,5950400,14876,東,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_45,2026-08-22
2,松苑,太古城康柏座,高層,H,1房,465,6379335,13719,西,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_46,2026-08-24
2,蘭苑,太古城康松座,低層,B,3房,700,11666900,16667,北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_47,2026-08-10
2,楓苑,太古城海景座,中層,A,2房,530,9021660,17022,北,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_48,2026-08-03
2,海天花園,太古城康松座,中層,G,1房,600,9470400,15784,西南,centanet,https://hk.centanet.com/findproperty/detail/Taikoo Shing_49,2026-08-19
3,2期,49座,低層,L,3房,400,4259600,10649,東,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_0,2026-08-07
3,5期,45座,中層,B,1房,650,8854950,13623,西,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_1,2026-08-02
3,2期,43座,高層,H,3房,400,4384800,10962,北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_2,2026-08-25
3,3期,41座,中層,J,2房,700,7602700,10861,西南,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_3,2026-07-29
3,2期,49座,高層,J,2房,450,6503850,14453,西北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_4,2026-08-13
3,4期,37座,低層,G,1房,400,3723200,9308,西南,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_5,2026-08-01
3,4期,41座,低層,A,2房,350,4093250,11695,東南,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_6,2026-08-24
3,4期,46座,中層,D,3房,900,9756000,10840,東,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_7,2026-08-14
3,2期,37座,中層,J,1房,850,11475000,13500,西北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_8,2026-08-24
3,1期,39座,低層,B,1房,284,3011820,10605,西,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_9,2026-08-06
3,3期,39座,高層,L,2房,284,3128828,11017,東,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_10,2026-08-25
3,4期,45座,中層,J,3房,600,7740600,12901,西北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_11,2026-08-15
3,1期,44座,低層,K,1房,284,2903048,10222,南,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_12,2026-08-27
3,5期,49座,中層,E,3房,284,3611628,12717,西,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_13,2026-08-10
3,1期,42座,高層,A,1房,350,3959900,11314,北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_14,2026-08-23
3,1期,39座,高層,D,1房,304,2663952,8763,東,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_15,2026-08-03
3,3期,40座,低層,L,1房,950,11418050,12019,北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_16,2026-08-09
3,3期,47座,低層,H,2房,700,8803200,12576,東,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_17,2026-08-25
3,4期,41座,高層,J,2房,600,8528400,14214,西,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_18,2026-08-28
3,4期,43座,低層,A,2房,600,7232400,12054,西,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_19,2026-08-01
3,4期,48座,低層,D,3房,650,7638800,11752,北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_20,2026-08-09
3,2期,40座,高層,L,3房,850,8027400,9444,東,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_21,2026-08-19
3,1期,46座,低層,F,1房,450,4662000,10360,東,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_22,2026-08-04
3,1期,47座,低層,A,2房,284,3940216,13874,東,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_23,2026-08-27
3,1期,48座,高層,J,2房,304,3270432,10758,西北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_24,2026-08-19
3,3期,47座,低層,A,2房,450,5940450,13201,西南,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_25,2026-08-21
3,1期,49座,中層,D,1房,304,2879488,9472,東北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_26,2026-08-11
3,4期,44座,低層,G,2房,450,4505850,10013,東,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_27,2026-08-28
3,5期,47座,高層,B,2房,750,6542250,8723,北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_28,2026-08-08
3,2期,41座,中層,L,2房,400,4856000,12140,西,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_29,2026-08-10
3,1期,37座,低層,E,2房,284,2591216,9124,東南,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_30,2026-08-19
3,1期,49座,高層,H,3房,800,10721600,13402,北,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_31,2026-08-11
3,5期,43座,低層,E,2房,304,3773856,12414,西南,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_32,2026-08-22
3,5期,46座,高層,K,2房,600,6214800,10358,東南,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_33,2026-08-18
3,4期,39座,高層,L,1房,950,13682850,14403,東南,centanet,https://hk.centanet.com/findproperty/detail/Sha Tin First City_34,2026-08-10
4,7期(景湖居),3座,高層,E,2房,900,9747900,10831,東北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_0,2026-08-20
4,7期(景湖居),1座,高層,B,1房,600,4894200,8157,東,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_1,2026-08-04
4,7期(景湖居),7座,中層,B,1房,750,8043750,10725,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_2,2026-08-18
4,1期(樂湖居),13座,中層,K,2房,400,2208400,5521,東南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_3,2026-08-12
4,1期(樂湖居),19座,低層,K,2房,750,5995500,7994,西南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_4,2026-08-27
4,3期(翠湖居),18座,高層,E,2房,950,6237700,6566,南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_5,2026-08-14
4,1期(樂湖居),7座,低層,A,3房,800,6735200,8419,北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_6,2026-08-27
4,6期(碧湖居),1座,中層,J,3房,950,6646200,6996,東南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_7,2026-08-02
4,7期(景湖居),2座,低層,K,3房,465,4005510,8614,西南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_8,2026-07-30
4,1期(樂湖居),4座,中層,L,3房,850,8376750,9855,北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_9,2026-08-11
4,1期(樂湖居),6座,低層,L,2房,850,9265850,10901,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_10,2026-08-25
4,2期(賞湖居),3座,高層,B,1房,550,4319150,7853,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_11,2026-08-07
4,1期(樂湖居),6座,高層,C,1房,450,3622050,8049,西南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_12,2026-08-02
4,6期(碧湖居),4座,中層,H,3房,550,4006200,7284,東北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_13,2026-08-03
4,3期(翠湖居),14座,高層,A,1房,750,7041000,9388,西北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_14,2026-08-11
4,1期(樂湖居),7座,中層,E,2房,750,6169500,8226,西北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_15,2026-08-04
4,3期(翠湖居),1座,高層,B,3房,850,5791900,6814,西北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_16,2026-07-30
4,5期(麗湖居),5座,高層,A,3房,700,4536700,6481,西南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_17,2026-08-22
4,3期(翠湖居),9座,低層,D,2房,304,3157952,10388,北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_18,2026-08-03
4,7期(景湖居),12座,低層,L,1房,600,3745800,6243,東南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_19,2026-08-10
4,3期(翠湖居),6座,低層,G,3房,400,3152000,7880,東,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_20,2026-08-15
4,5期(麗湖居),4座,中層,A,1房,850,8341050,9813,西南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_21,2026-08-18
4,1期(樂湖居),16座,低層,K,1房,400,4279600,10699,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_22,2026-08-01
4,2期(賞湖居),3座,低層,D,3房,600,5089200,8482,北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_23,2026-08-05
4,7期(景湖居),2座,低層,B,2房,530,3580680,6756,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_24,2026-08-24
4,7期(景湖居),19座,低層,B,2房,450,2372850,5273,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_25,2026-07-29
4,5期(麗湖居),8座,低層,B,1房,950,10312250,10855,西南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_26,2026-08-04
4,3期(翠湖居),5座,低層,L,1房,304,2372416,7804,北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_27,2026-08-01
4,7期(景湖居),5座,低層,F,1房,530,4802330,9061,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_28,2026-08-28
4,1期(樂湖居),6座,中層,F,3房,700,5065200,7236,東南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_29,2026-08-05
4,1期(樂湖居),2座,高層,A,2房,550,3312650,6023,南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_30,2026-08-02
4,7期(景湖居),6座,低層,F,2房,750,5389500,7186,東北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_31,2026-07-29
4,3期(翠湖居),6座,高層,A,2房,800,4420800,5526,東南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_32,2026-08-07
4,3期(翠湖居),14座,低層,G,2房,450,4352850,9673,東北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_33,2026-08-24
4,6期(碧湖居),8座,高層,C,3房,350,2488500,7110,西南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_34,2026-08-19
4,1期(樂湖居),15座,高層,G,1房,450,4879350,10843,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_35,2026-08-13
4,6期(碧湖居),3座,高層,D,2房,650,5984550,9207,東南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_36,2026-08-16
4,2期(賞湖居),10座,高層,E,3房,850,5253850,6181,東北,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_37,2026-07-29
4,6期(碧湖居),9座,低層,J,3房,800,6577600,8222,南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_38,2026-08-08
4,5期(麗湖居),7座,高層,D,2房,800,6984000,8730,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_39,2026-08-02
4,3期(翠湖居),15座,高層,B,1房,304,2739952,9013,東南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_40,2026-08-22
4,2期(賞湖居),16座,中層,G,3房,465,4036665,8681,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_41,2026-08-22
4,7期(景湖居),3座,高層,C,3房,530,4094250,7725,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_42,2026-08-08
4,2期(賞湖居),10座,中層,J,1房,700,5754700,8221,南,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_43,2026-08-11
4,5期(麗湖居),2座,高層,E,3房,450,3974850,8833,西,centanet,https://hk.centanet.com/findproperty/detail/Kingswood Villas_44,2026-08-19
5,2期,昇悅居C座,中層,E,2房,304,5107200,16800,西南,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_0,2026-07-31
5,2期,昇悅居C座,中層,H,1房,700,13301400,19002,東,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_1,2026-08-10
5,2期,昇悅居B座,中層,J,1房,700,13410600,19158,東北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_2,2026-07-31
5,1期,昇悅居C座,低層,L,1房,304,4207968,13842,北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_3,2026-08-27
5,2期,昇悅居A座,低層,L,2房,450,8270100,18378,西,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_4,2026-08-24
5,2期,昇悅居B座,高層,J,2房,850,11563400,13604,南,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_5,2026-08-28
5,2期,昇悅居A座,低層,E,2房,600,10757400,17929,西北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_6,2026-07-31
5,2期,昇悅居C座,高層,G,3房,750,10786500,14382,東南,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_7,2026-08-08
5,2期,昇悅居C座,中層,H,1房,650,10832250,16665,西北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_8,2026-08-21
5,1期,昇悅居A座,高層,H,3房,600,10042200,16737,西南,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_9,2026-08-21
5,2期,昇悅居C座,高層,K,1房,284,4652488,16382,東北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_10,2026-08-19
5,1期,昇悅居A座,低層,A,1房,900,12773700,14193,西北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_11,2026-08-26
5,2期,昇悅居C座,高層,C,2房,400,5888000,14720,西南,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_12,2026-08-24
5,2期,昇悅居C座,高層,H,3房,600,10827000,18045,北,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_13,2026-08-20
5,1期,昇悅居B座,中層,H,1房,465,6269130,13482,東,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_14,2026-08-25
5,1期,昇悅居A座,低層,H,1房,550,10079850,18327,東南,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_15,2026-08-04
5,2期,昇悅居A座,低層,J,3房,284,5254852,18503,南,centanet,https://hk.centanet.com/findproperty/detail/Harmony Place_16,2026-08-28
